price
10100
1320200
1332000
1340000
1341000
1340000
1338500
1339000
1338500
1337500
1338200
1339200
1341900
1339200
1340500
1339200
1343200
1339200
1338200
1340300
1338200
1339000
1338200
1336200
1338000
1336200
1338200
1336200
1338800
1336200
1339500
1336200
1340000
1340100
1340000
1336200
1340000
1336200
1339000
1340000
1339000
1336200
1336500
1336200
1336500
1336200
1336500
1336700
1337000
1337500
1338100
1337500
1337000
1337100
1337000
1337500
1338000
1338100
1339000
1339100
1338000
1338100
1339000
1339100
1339300
1339400
1339300
1339600
1340000
1340400
1340900
1341100
1340900
1341100
1340900
1340000
1339800
1339000
1340300
1339000
1340800
1340900
1341000
1340900
1342000
1340900
1339500
1340100
1341100
1340100
1340000
1339500
1341700
1339500
1341900
1339500
1342000
1339500
1342100
1339500
1340200
1339500
1340500
1339500
1341500
1339500
1341800
1339500
1342100
1339500
1342300
1339500
1342500
1339500
1342800
1339500
1342900
1339500
1343100
1339500
1343300
1339500
1343400
1339500
1343500
1339500
1343600
1339500
1343700
1339500
1342000
1339500
1342000
1339500
1342000
1339500
1342000
1339500
1342000
1339500
1340000
1339500
1341200
1339500
1341300
1339500
1341400
1339500
1341500
1339500
1341600
1339500
1341700
1339500
1341800
1339500
1341900
1339500
1342300
1339500
1340000
1341200
1341400
1341200
1340300
1342100
1340300
1342000
1340300
1340500
1342200
1343500
1340500
1340600
1341000
1341500
1342000
1342300
1342000
1342300
1342000
1341500
1340600
1341600
1340600
1340800
1340600
1340300
1340000
1339900
1339500
1338000
1338400
1338000
1336500
1337700
1336500
1336900
1337000
1336500
1337600
1336500
1337800
1336500
1337500
1336500
1338900
1336500
1339900
1336500
1340300
1336500
1341000
1336500
1340500
1343000
1336500
1343500
1336500
1341900
1342300
1341900
1342500
1341900
1336500
1345000
1336500
1343000
1336500
1346800
1336500
1342000
1336500
1342000
1345500
1342000
1336500
1346000
1336500
1345000
1345100
1345000
1336500
1342600
1336500
1344000
1336500
1340800
1343000
1345000
1343000
1340800
1345000
1345200
1345000
1340800
1345800
1345000
1345100
1345000
1346000
1345000
1345200
1345000
1346000
1346200
1346000
1346300
1346000
1345000
1345200
1345000
1346000
1346800
1346900
1346000
1346300
1346000
1346300
1346000
1347500
1346000
1346400
1346800
1346400
1346000
1347100
1346000
1346500
1346000
1346500
1346000
1346600
1346000
1346900
1346000
1346200
1346500
1346000
1347000
1346000
1346800
1346000
1347000
1347200
1347000
1347400
1347000
1347300
1347000
1347200
1347400
1347000
1346000
1346200
1346500
1346200
1346000
1346200
1346500
1346200
1346000
1346200
1346500
1346200
1346400
1346600
1346400
1346000
1346200
1346400
1346000
1346200
1346000
1346500
1346000
1346200
1346500
1346200
1346000
1346600
1346000
1346800
1346000
1346100
1346200
1346500
1346000
1346100
1346200
1346400
1346200
1346600
1346000
1346600
1346700
1346000
1345000
1345100
1345000
1344500
1344600
1344700
1344600
1344500
1340500
1341100
1341200
1340500
1341100
1341200
1340500
1342500
1340500
1340600
1340500
1340400
1340000
1340200
1341300
1341500
1341300
1341400
1341600
1341800
1341300
1342200
1342300
1342200
1343000
1342200
1341300
1341100
1341000
1340300
1340000
1338000
1340200
1338000
1336100
1338000
1339900
1340000
1339900
1340000
1339900
1338000
1336100
1338000
1336100
1336500
1336100
1337300
1336100
1337100
1336100
1337300
1336100
1338000
1337500
1338200
1338400
1337500
1337600
1338000
1338700
1338000
1337500
1338200
1338500
1337500
1338100
1337500
1338600
1337500
1341000
1337500
1338000
1338100
1339000
1338000
1338100
1338600
1339300
1338600
1338000
1340100
1340300
1340500
1340300
1338000
1340000
1340100
1340000
1340200
1340000
1339000
1341000
1339000
1344000
1339000
1339200
1340200
1340400
1342000
1343300
1345000
1345200
1345600
1346100
1346200
1346300
1346400
1345900
1345800
1345400
1345700
1345400
1347700
1347500
1347400
1347000
1346900
1346500
1346900
1346500
1346300
1345900
1345400
1346400
1345400
1345700
1345400
1346400
1346200
1345400
1346000
1346500
1347000
1346500
1347000
1346500
1346000
1345500
1345400
1345500
1345700
1345500
1345700
1345500
1346400
1345900
1345500
1347300
1345500
1345900
1346000
1346100
1346200
1346400
1347000
1346800
1347300
1347100
1347000
1346800
1346000
1346100
1346000
1346500
1346000
1347300
1346900
1346800
1347000
1347100
1346800
1347400
1346800
1346900
1347100
1346900
1346800
1347200
